job_title,location,company,salary,salary_band,z_salary
DATA SCIENTIST | VERV | LONDON OR SHEFFIELD,london,Austin Consultants,82324.5,MID-HIGH,0.40218795874625346
Data Science Consultant,london,Harnham,102905.62,HIGH,1.076299062687253
Data Science Manager ,london,Data Idols,157788.62,HIGH,2.873929109914707
Artificial Intelligence Postgraduate Apprentice Scheme ,london,BBC,40188.07,LOW,-0.9779427311011729
Senior Data Scientist,london,Government Digital Service,93987.13,HIGH,0.7841840981281445
Data Scientist- Fixed Income,london,Cornwaliis Elt,130347.12,HIGH,1.97511408630098
"Data Scientist - graduate opportunity, UK",london,Kubrick Group,49394.7,MID-LOW,-0.6763900695902189
Data Scientist,london,SystemsAccountants,116626.37,HIGH,1.5257065744941165
Data Scientist - graduate opportunity,london,Kubrick Group,49394.7,MID-LOW,-0.6763900695902189
Quantitative Developer/Junior Data Scientist,london,La Fosse Associates,58313.18,MID-LOW,-0.3842754325697006
"Data Science Apprenticeship, Greater London, 2022",london,GSK,30185.65,LOW,-1.3055605861198276
Lead Data Scientist,london,kdr Recruitment,99475.43,HIGH,0.9639471028508895
Data Scientist PhD Maths,london,Client Server,82324.5,MID-HIGH,0.40218795874625346
"Senior Data Scientist - Quantitative Modelling Team, SRS",london,Bank of England,98720.79,HIGH,0.9392297306438359
Data Scientist - Insurance,london,MBN Recruitment Solutions,123487.43,HIGH,1.7504327667910098
Data Scientist,london,Bank of England,72239.75,MID-HIGH,0.07187347851053266
Data Scientist,london,Eames Consulting,116626.37,HIGH,1.5257065744941165
Data Scientist,london,Harnham US,65173.56,MID-HIGH,-0.1595715128969736
Data Scientist - Banking - London,london,Morgan McKinley,78894.31,MID-HIGH,0.28983599890988987
Machine Learning Data Engineer ,london,Terrabotics,70661.86,MID-HIGH,0.02019149182577188
Lead Pricing Data Scientist,london,Cuvva,119027.5,HIGH,1.604352848117994
Data Scientist - R& Python,london,Metrica Recruitment,51452.81,MID-LOW,-0.608979024703837
Lead Data Scientist,london,Lorien,147498.05,HIGH,2.5368732304056163
Data Scientist Python SQL AWS,london,Client Server,75464.12,MID-HIGH,0.17748403907352625
Lead Data Scientist,london,Consortia,96045.25,HIGH,0.8515954705531169
Senior Data Engineer - Machine Learning Scale Up - £95k,london,Propel,106335.81,HIGH,1.1886510225236167
Machine Learning Engineer,london,Robin AI,89184.87,HIGH,0.6268915508803897
NLP Data Scientist,london,Harnham,96045.25,HIGH,0.8515954705531169
Data Scientist ,london,Harnham,96045.25,HIGH,0.8515954705531169
Fraud Data Scientist,london,Harnham,75464.12,MID-HIGH,0.17748403907352625
Financial Crime Data Scientist,london,Harnham,92615.06,HIGH,0.7392435107167533
Quant Researcher/Data Scientist,london,Oho Group,154358.43,HIGH,2.7615771500783435
Senior Data Scientist,london,Lawrence Harvey,96045.25,HIGH,0.8515954705531169
Data Engineer - Machine Learning - AI Scale Up,london,Propel,96045.25,HIGH,0.8515954705531169
Machine Learning Engineer ,london,Propel,89184.87,HIGH,0.6268915508803897
Graduate Data Scientist - Machine Learning Engineer,london,Kubrick Group,49394.7,MID-LOW,-0.6763900695902189
Data Scientist,london,Metrica Recruitment,102905.62,HIGH,1.076299062687253
Senior Data Scientist,london,muzmatch,92615.06,HIGH,0.7392435107167533
Research Fellow in Medical Statistics / Data Science,london,London School of Hygiene & Tropical Medicine,59500.03,MID-LOW,-0.3454015149348792
Application Support Specialist,london,Thomas Ren Associates,41162.25,LOW,-0.9460345766743369
Data Scientist,london,H&R Talent,82324.5,MID-HIGH,0.40218795874625346
Lecturer/Senior Lecturer in Data Science,london,University of Hertfordshire,51611.28,MID-LOW,-0.6037885206573357
Data Scientist,london,Nigel Frank International Limited,72033.93,MID-HIGH,0.06513207923716263
NLP Engineer - Cyber Scale up - Full ,london,Propel,120056.56,HIGH,1.63805853433048
Product Data Scientist,london,Harnham,89184.87,HIGH,0.6268915508803897
Principal Data Scientist,london,MBN Recruitment Solutions,164648.99,HIGH,3.0986327020488433
Lead Data Scientist,london,Harnham US,92615.06,HIGH,0.7392435107167533
Senior Data Scientist,london,Consortia,116626.37,HIGH,1.5257065744941165
Product Data Scientist,london,SoCode,137207.49,HIGH,2.1998176784351164
Data Scientist - Fraud,london,Harnham,83010.53,HIGH,0.4246580886826536
Data Scientist ,london,Harnham,102905.62,HIGH,1.076299062687253
Data Scientist ,london,UK Health Security Agency,56479.41,MID-LOW,-0.4443384767127737
Principal Data Scientist,london,Harnham,150928.24,HIGH,2.64922519024198
Data Science Analyst,london,kdr Recruitment,75464.12,MID-HIGH,0.17748403907352625
Senior Data Scientist ,london,Holland & Barrett,109765.99,HIGH,1.3010026548213898
Head of Customer Data Science,london,Harnham,144067.87,HIGH,2.4245215981078436
Product Data Scientist - All levels,london,Harnham,83010.53,HIGH,0.4246580886826536
Research Data Scientist,london,Metrica Recruitment,72033.93,MID-HIGH,0.06513207923716263
Senior Data Scientist,london,Harnham,99475.43,HIGH,0.9639471028508895
Data Science Lecturer,london,Harnham,106335.81,HIGH,1.1886510225236167
Senior Data Scientist,london,MBN Recruitment Solutions,123487.43,HIGH,1.7504327667910098
Data Scientist ,london,UK Health Security Agency,44043.61,LOW,-0.8516589173102479
Senior Data Scientist,london,Nicholson Glover Consulting,116626.37,HIGH,1.5257065744941165
Data Scientist,london,MBN Recruitment Solutions,41162.25,LOW,-0.9460345766743369
Senior Data Scientist,london,La Fosse Associates,109765.99,HIGH,1.3010026548213898
Principal Data Science Software Engineer,london,Datasource,96045.25,HIGH,0.8515954705531169
Senior Data Scientist,london,Harnham US,89184.87,HIGH,0.6268915508803897
Head of Data Science,london,Consortia,140637.68,HIGH,2.31216963827148
Postdoctoral Training Fellow in Data Science ,london,The Institute of Cancer Research,53496.52,MID-LOW,-0.542039635388034
Lead Pricing Data Scientist,london,Harnham,106335.81,HIGH,1.1886510225236167
Environmental Data Scientist – Net Zero Building Design,london,University of Exeter,40702.6,LOW,-0.9610898879949298
Director Of Analytics,london,Harnham,113196.18,HIGH,1.413354614657753
Data Scientist - Machine Learning ,london,Linux Recruit,116626.37,HIGH,1.5257065744941165
Lead Data Scientist – Retailer,london,Salt Recruitment,120056.56,HIGH,1.63805853433048
Principal Data Scientist,london,Nicholson Glover Consulting,164648.99,HIGH,3.0986327020488433
Lead Data Scientist - Personalisation,london,Harnham,120056.56,HIGH,1.63805853433048
Risk Data Scientist,london,Harnham,61743.37,MID-LOW,-0.27192347273333695
Data Science Consultant - Hiring across all levels!,london,Harnham,102905.62,HIGH,1.076299062687253
Lead Data Scientist,london,Computappoint Ltd.,150928.24,HIGH,2.64922519024198
"Data Engineer - Python, Big Data -Front Office",london,Vertus Partners,109765.99,HIGH,1.3010026548213898
Quant Developer | C# | .netcore | Sports Analytics | 80K+,london,Michael Page UK,109765.99,HIGH,1.3010026548213898
Machine Learning Engineer ,london,Kubrick Group,49394.7,MID-LOW,-0.6763900695902189
Principle Marketing Data Scientist,london,Harnham,106335.81,HIGH,1.1886510225236167
Machine Learning Engineer,london,Senitor Recruitment,96045.25,HIGH,0.8515954705531169
Senior Data Scientist – Retailer,london,Salt Recruitment,106335.81,HIGH,1.1886510225236167
Data Scientist - Consultancy,london,Metrica Recruitment,61743.37,MID-LOW,-0.27192347273333695
French Speaking Data Scientist - London - £110k + Benefits!,london,Lawrence Harvey,144067.87,HIGH,2.4245215981078436
Data Science Manager / Senior Data Scientist,london,Harnham,144067.87,HIGH,2.4245215981078436
Analytics Manager,london,kdr Recruitment,85754.68,HIGH,0.514539591044026
Lead Data Scientist - Credit Risk,london,Harnham,126916.93,HIGH,1.8627621264646164
Data Scientist,london,McGregor Boyall,106335.81,HIGH,1.1886510225236167
Marketing Data Scientist,london,Harnham,61743.37,MID-LOW,-0.27192347273333695
Machine Learning Engineer,london,Richard Wheeler Associates,137207.49,HIGH,2.1998176784351164
Head of Theme for Data Science,london,Medical Research Council (MRC),84008.03,HIGH,0.45733006310295465
Senior Front End Developer ,london,Propel,123486.74,HIGH,1.7504101666282532
Econometrician ,london,Harnham,89184.87,HIGH,0.6268915508803897
Visual Analytics Consultant,london,Metrica Recruitment,68603.75,MID-HIGH,-0.04721955306060999
Machine Learning Lead,london,Consortia,120056.56,HIGH,1.63805853433048
Data scientist - AVP,london,McGregor Boyall,111138.07,HIGH,1.3459435697713715
Senior Data Scientist,london,Metrica Recruitment,89184.87,HIGH,0.6268915508803897
Head of Data Science,london,Harnham,150928.24,HIGH,2.64922519024198
Data Scientist - NLP,london,Lorien,72033.93,MID-HIGH,0.06513207923716263
Head of Machine Learning,london,Darwin Recruitment,144067.87,HIGH,2.4245215981078436
Credit Risk Data Scientist,london,Harnham,85754.68,HIGH,0.514539591044026
Head of Marketing Data Science,london,Harnham,150928.24,HIGH,2.64922519024198
Director Data Science,london,MBN Recruitment Solutions,205811.24,HIGH,4.446855237469434
Senior Credit Risk Data Scientist,london,Harnham,85754.68,HIGH,0.514539591044026
Head of Data Science - Advisory - London,london,Morgan McKinley,174939.55,HIGH,3.4356882540193427
Marketing Data Analyst – Global Research Agency,london,Hasson Associates,85754.68,HIGH,0.514539591044026
Senior Data Scientist,london,Eames Consulting,137207.49,HIGH,2.1998176784351164
"Data Science Apprenticeship, Ware, 2022",london,GSK,24011.31,LOW,-1.507794048317564
Lead Data Scientist,london,Metrica Recruitment,109765.99,HIGH,1.3010026548213898
Python Data Analytics Lead - Front Office,london,Vertus Partners,137207.49,HIGH,2.1998176784351164
Artificial Intelligence and Machine Learning Engineer,london,Vector Recruitment Limited,89184.87,HIGH,0.6268915508803897
Head of Machine Learning,london,Harnham,150928.24,HIGH,2.64922519024198
Forensic Data Analytics Manager,london,Harnham,82324.5,MID-HIGH,0.40218795874625346
Analytics Engineer,london,Harnham,92615.06,HIGH,0.7392435107167533
Head of Theme for Data Science,london,Medical Research Council,84008.03,HIGH,0.45733006310295465
Decision Scientist,london,Harnham,83010.53,HIGH,0.4246580886826536
Data Science Engineer - DV Cleared,london,Searchability,75464.12,MID-HIGH,0.17748403907352625
Graduate Machine Learning Engineer,london,Kubrick Group,49394.7,MID-LOW,-0.6763900695902189
Data Scientist ,london,Nigel Frank International Limited,68603.75,MID-HIGH,-0.04721955306060999
Data Science Manager,london,Harnham,113196.18,HIGH,1.413354614657753
Data Science Engineer,london,Harnham,99475.43,HIGH,0.9639471028508895
Principal Data Scientist,london,Red10,188660.3,HIGH,3.885095765826206
Marketing Analyst / Data Scientist,london,The Focusrite Group,46650.55,LOW,-0.7662715719515913
Principal Machine Learning Engineer,london,Harnham,164648.99,HIGH,3.0986327020488433
Lead NLP Scientist - Cyber Security Scale Up,london,Propel,116626.37,HIGH,1.5257065744941165
FinTech Lead Data Scientist,london,Metrica Recruitment,96045.25,HIGH,0.8515954705531169
Data Science Manager - Financial Services - London,london,Morgan McKinley,133777.31,HIGH,2.0874660461373438
Senior Data Scientist / AI Engineer,london,Deerfoot,137207.49,HIGH,2.1998176784351164
Customer Data Scientist,london,Metrica Recruitment,65173.56,MID-HIGH,-0.1595715128969736
Senior Supply Chain Analytics Consultant,london,Metrica Recruitment,75464.12,MID-HIGH,0.17748403907352625
AI/Machine Learning Specialist,london,Harnham,75464.12,MID-HIGH,0.17748403907352625
Senior Machine Learning Engineer,london,Harnham,116626.37,HIGH,1.5257065744941165
Senior Machine Learning Engineer,london,Client Server,147498.05,HIGH,2.5368732304056163
Machine Learning Engineer,london,Harnham,99475.43,HIGH,0.9639471028508895
Data Science Consultant - R& Python,london,Metrica Recruitment,72033.93,MID-HIGH,0.06513207923716263
Data Science Manager - Pricing,london,DVF Recruitment,82324.5,MID-HIGH,0.40218795874625346
Senior Data Scientist - Marketing,london,Harnham,75464.12,MID-HIGH,0.17748403907352625
Data Analytics- Senior Manager/Director,london,MBN Recruitment Solutions,102906.31,HIGH,1.07632166285001
Machine Learning Operations Engineer,london,Harnham,68603.75,MID-HIGH,-0.04721955306060999
Senior/Lead Data Scientist - Customer,london,Harnham,89184.87,HIGH,0.6268915508803897
"Data Science Analyst - Hybrid Working, Dartford",london,Nigel Frank International Limited,68603.75,MID-HIGH,-0.04721955306060999
VP Analytics & Data Science ,london,Salt Recruitment,123486.74,HIGH,1.7504101666282532
Python Engineer - Big Data,london,Cortex IT Recruitment,102905.62,HIGH,1.076299062687253
Senior/Lead Data Scientist,london,Harnham,89184.87,HIGH,0.6268915508803897
Finance Analytics Lead,london,Stanton House,102905.62,HIGH,1.076299062687253
Statistician ,london,Animal and Plant Health Agency,46955.83,LOW,-0.7562724738553213
Data Science Manager - London - GBP90K - Azure - PySpark,london,Nigel Frank International Limited,116626.37,HIGH,1.5257065744941165
Deep Learning Engineer,london,IC Resources,99475.43,HIGH,0.9639471028508895
Senior ML Engineer,london,Harnham,99475.43,HIGH,0.9639471028508895
Senior Machine Learning Engineer Python,london,Client Server,147498.05,HIGH,2.5368732304056163
Graduate Machine Learning Engineering Consultant,london,Kubrick Group,49394.7,MID-LOW,-0.6763900695902189
Senior Machine Learning Software Engineer,london,Oho Group,96045.25,HIGH,0.8515954705531169
Data Science Manager,london,ADLIB,120056.56,HIGH,1.63805853433048
Data Science Manager,london,Metrica Recruitment,133777.31,HIGH,2.0874660461373438
Data Science Consultant,london,Metrica Recruitment,68603.75,MID-HIGH,-0.04721955306060999
Machine Learning Engineer,london,Metrica Recruitment,75464.12,MID-HIGH,0.17748403907352625
Senior Analytics Engineer,london,Harnham,96045.25,HIGH,0.8515954705531169
Digital Product Analytics Lead,london,Salt Recruitment,109765.99,HIGH,1.3010026548213898
Graph NLP Engineer,london,MBN Recruitment Solutions,89185.56,HIGH,0.6269141510431466
Head of Machine Learning and Platforms,london,Harnham,144067.87,HIGH,2.4245215981078436
Senior Machine Learning Engineer,london,MBN Recruitment Solutions,123487.43,HIGH,1.7504327667910098
Senior Machine Learning Engineer - Python SQL,london,Client Server,126916.93,HIGH,1.8627621264646164
Big Data Engineering Lead,london,Touchpoint Resource Ltd,137207.49,HIGH,2.1998176784351164
Teaching Fellow in Applied Machine Learning,london,Imperial College London,67759.92,MID-HIGH,-0.07485824195793603
Transaction Monitoring Modelling & Analytics,london,Harnham,89184.87,HIGH,0.6268915508803897
SVP Analytics & Data Science ,london,Salt Recruitment,171509.37,HIGH,3.3233366217215705
Head of Engineering ,london,Linux Recruit,150928.24,HIGH,2.64922519024198
Senior Digital Marketing Analytics Consultant,london,Metrica Recruitment,72033.93,MID-HIGH,0.06513207923716263
NLP Engineer,london,MBN Recruitment Solutions,89185.56,HIGH,0.6269141510431466
Senior Data Engineer ,london,Nuvola Resourcing,89184.87,HIGH,0.6268915508803897
Head of Data Science - London ,london,Lawrence Harvey,171509.37,HIGH,3.3233366217215705
"Software Engineer , AI/Machine Learning - London",london,Linux Recruit,109765.99,HIGH,1.3010026548213898
Data Manager – Data Management,london,Cornwaliis Elt,109765.99,HIGH,1.3010026548213898
Lead Machine Learning Engineer,london,MBN Recruitment Solutions,123487.43,HIGH,1.7504327667910098
Senior Manager – Digital Audit – Data Analytics,london,ADLIB,154358.43,HIGH,2.7615771500783435
Data Science Engineer,london,Searchability,61743.37,MID-LOW,-0.27192347273333695
Python Software Engineer NLP ML,london,Cortex IT Recruitment,102905.62,HIGH,1.076299062687253
Quantitative Analyst - Fixed Income,london,Cornwaliis Elt,130347.12,HIGH,1.97511408630098
"C++ Developer - Risk, Machine Learning - London",london,Linux Recruit,123486.74,HIGH,1.7504101666282532
Senior Linux/DevOps Engineer with focus on Big Data,london,Linux Recruit,99475.43,HIGH,0.9639471028508895
Senior Business Intelligence Consultant – CRM Analytics,london,Centre People Appointments Ltd.,58313.18,MID-LOW,-0.3842754325697006
Head of NLP,london,MBN Recruitment Solutions,205811.24,HIGH,4.446855237469434
Lead Engineer - Python - Machine Learning,london,Linux Recruit,116626.37,HIGH,1.5257065744941165
Machine Learning and AI Engineer,london,Nigel Frank International Limited,72033.93,MID-HIGH,0.06513207923716263
Senior Software Engineer ,london,Linux Recruit,109765.99,HIGH,1.3010026548213898
Big Data Lead,london,Linux Recruit,120056.56,HIGH,1.63805853433048
Lecturer in Computer Science ,london,Royal Holloway University of London,66348.74,MID-HIGH,-0.12107983279747515
Analytics Manager - Market Research,london,Metrica Recruitment,54883.0,MID-LOW,-0.49662706486747343
Data Scientist,london,Fable Data,75464.12,MID-HIGH,0.17748403907352625
Data Scientist/ Analyst,london,Tortoise Media,61743.37,MID-LOW,-0.27192347273333695
Data Scientist,london,z1nc,54883.0,MID-LOW,-0.49662706486747343
Data Scientist - suit recent PhD ,london,Talenting,72033.93,MID-HIGH,0.06513207923716263
Product Analyst - Data Scientist,london,XLN Telecom,54883.0,MID-LOW,-0.49662706486747343
Data Scientist,london,Inclusive Finance,75464.12,MID-HIGH,0.17748403907352625
Data Scientist,london,Cleo,85068.65,HIGH,0.49206946110762595
Graduate Data Scientist,london,SME Graduate Employment,44592.44,LOW,-0.8336826168379733
Data Scientist,london,Health Navigator,72033.93,MID-HIGH,0.06513207923716263
Senior Data Scientist | London,london,Reqiva Ltd,96045.25,HIGH,0.8515954705531169
Data Scientist,london,Fintern Ltd,77023.48,MID-HIGH,0.22855909674975755
Senior Data Scientist ,london,Talenting,102905.62,HIGH,1.076299062687253
Senior Data Scientist,london,Tortoise Media,75464.12,MID-HIGH,0.17748403907352625
Lead Data Scientist,london,Ellevate Football,82324.5,MID-HIGH,0.40218795874625346
Senior Data Scientist ,london,Deeper Insights,88266.95,HIGH,0.5968261285647177
Junior Data Scientist,london,Elements Talent Consultancy,72033.93,MID-HIGH,0.06513207923716263
AI/ML engineer,london,Cambrian Robotics Limited,78894.31,MID-HIGH,0.28983599890988987
Machine Learning Engineer ,london,Talenting,85754.68,HIGH,0.514539591044026
Senior Data Scientist,london,Hurren and Hope,109765.99,HIGH,1.3010026548213898
Data Scientist,london,Karakuri Ltd,58313.18,MID-LOW,-0.3842754325697006
Head of Data Science,london,Talenting,157788.62,HIGH,2.873929109914707
Data Scientist/ Machine Learning,london,re&m,48708.66,LOW,-0.6988605270652095
Data Scientist,london,Forsyth Barnes,96045.25,HIGH,0.8515954705531169
Information & Data Analyst,london,Arden and GEM Commissioning Support Unit,58927.87,MID-LOW,-0.36414196293920936
Business Transformation Analyst,london,Deloitte,68749.87,MID-HIGH,-0.042433559173598215
Data Protection Analyst,london,Dogs Trust,54883.0,MID-LOW,-0.49662706486747343
Marketing Data Analyst,london,Department for Work and Pensions,55108.02,MID-LOW,-0.4892567914999987
Data Analyst,london,London Borough of Camden,46695.83,LOW,-0.7647884772129937
Data Quality Analyst,london,London North West University Healthcare NHS Trust,45153.61,LOW,-0.8153021337448
Data Management Analyst ,london,Incubeta,30185.65,LOW,-1.3055605861198276
Research Data Analyst,london,St. George's University of London,48493.24,LOW,-0.705916363385632
Business Analyst Degree Apprentice Scheme - Level 6,london,BBC,20682.66,LOW,-1.6168201813041654
Analyst,london,Nesta,50080.73,MID-LOW,-0.6539199396538186
Data Analyst,london,Boston Hale,44592.44,LOW,-0.8336826168379733
Data Analyst,london,John Whitgift Foundation,36359.99,LOW,-1.1033271239220914
Research Associate in Data Analytics,london,King's College London,56964.43,MID-LOW,-0.4284521999876265
Research Analyst - UK Social and Economic Policy,london,Ecorys,30528.67,LOW,-1.2943253573823323
Analyst - Data Insights,london,Legal & General Group Plc.,54883.0,MID-LOW,-0.49662706486747343
IT Service Desk Analyst,london,University of the Arts London,45434.89,LOW,-0.8060891282661612
2022 UK L6 Data Analyst Degree Apprenticeship ,london,Vodafone,29499.61,LOW,-1.3280310435948184
Risk Analyst,london,Bupa,61743.37,MID-LOW,-0.27192347273333695
Data Quality Analyst,london,Age Cymru West Glamorgan,49394.7,MID-LOW,-0.6763900695902189
ESG Data Analyst,london,MAPP,48022.62,LOW,-0.7213309845402004
Intelligence Analyst,london,Deltabase,40476.21,LOW,-0.9685050341493278
Assistant Research & Strategy Analyst,london,L&Q,40476.21,LOW,-0.9685050341493278
Business Data Analyst,london,Canon,63081.14,MID-HIGH,-0.22810634268797747
Data Analyst,london,Blue Square Marketing,40476.21,LOW,-0.9685050341493278
Data Analyst,london,Talent International,44592.44,LOW,-0.8336826168379733
Data Quality Analyst,london,Age UK,49394.7,MID-LOW,-0.6763900695902189
Analyst,london,London Borough of Camden,46695.83,LOW,-0.7647884772129937
Higher Operational Research Analyst,london,Home Office,47614.43,LOW,-0.7347007822731556
Senior Data Analyst,london,Boston Hale,58313.18,MID-LOW,-0.3842754325697006
REAP BI Analyst,london,Hammersmith & Fulham Council,56400.51,MID-LOW,-0.4469227561932366
Senior Insight Analyst,london,Head Office,71142.09,MID-HIGH,0.03592087756598347
Data Governance Analyst,london,Intuita,78894.31,MID-HIGH,0.28983599890988987
Fantastic Research Analyst Opportunity!,london,Angela Mortimer plc,35673.95,LOW,-1.1257975813970824
"Senior Insight Analyst, Product",london,Head Office,71142.09,MID-HIGH,0.03592087756598347
Research Analyst,london,Cision,31008.89,LOW,-1.2785962991807112
PRA Diversity and Inclusion ,london,Bank of England,49394.7,MID-LOW,-0.6763900695902189
Data Design Analyst,london,L&Q,69975.82,MID-HIGH,-0.002278965649218753
Senior Data Analyst,london,Parliamentary Digital Service (PDS),55480.54,MID-LOW,-0.477055323919998
Register Business Analyst,london,Financial Conduct Authority,72719.97,MID-HIGH,0.08760253671215375
Principle Information Analyst,london,South West London and St George's Mental Health...,78578.05,MID-HIGH,0.2794772634410535
Business Analyst,london,Parliamentary Digital Service,51466.53,MID-LOW,-0.6085296417574244
Data Protection Analyst ,london,Lawrence Harvey,51452.81,MID-LOW,-0.608979024703837
Data Analyst x 3,london,Harnham,58313.18,MID-LOW,-0.3842754325697006
Data & Reports Analyst,london,Perfect Placement UK Ltd,51384.21,MID-LOW,-0.6112259394358998
Data Selections Analyst,london,Understanding Recruitment,42534.32,LOW,-0.9010939892629459
Data Analyst,london,Cherry Professional,54883.0,MID-LOW,-0.49662706486747343
Chief Analyst,london,NHS Midlands and Lancashire Commissioning Support...,115651.51,HIGH,1.4937761474431144
Actuary Data Analyst,london,Bupa,61743.37,MID-LOW,-0.27192347273333695
Data Analytics Postgraduate Apprentice - L7,london,BBC,30792.11,LOW,-1.2856966807494659
Financial Modelling and Reporting Analyst,london,WaterAid,73406.01,MID-HIGH,0.11007299418714438
BI Analytics Developer,london,The London Clinic,68603.75,MID-HIGH,-0.04721955306060999
Pricing Analyst,london,The AA,48022.62,LOW,-0.7213309845402004
Betting Data Analyst Graduate / Junior,london,Client Server,48022.62,LOW,-0.7213309845402004
Data Analyst Apprentice,london,QA Apprenticeships,30871.69,LOW,-1.2830901286448366
Senior Data Analyst,london,Data Idols,82324.5,MID-HIGH,0.40218795874625346
Data Analyst - Psychometrician/Statistician,london,The National Foundation for Educational Research,48022.62,LOW,-0.7213309845402004
Emissions Inventories Data System Analyst Consultant,london,Ricardo Energy & Environment,33478.63,LOW,-1.1977027832861804
Business Improvement Analyst,london,One Housing Group,65173.56,MID-HIGH,-0.1595715128969736
Senior Data Analyst,london,Parliamentary Digital Service,55480.54,MID-LOW,-0.477055323919998
Data & Research Analyst - Financial Services - London,london,Morgan McKinley,65173.56,MID-HIGH,-0.1595715128969736
DECA - Diversity Media Data Analyst,london,Brand Advance,35673.95,LOW,-1.1257975813970824
Senior Information Analyst,london,East London NHS Foundation Trust,58239.09,MID-LOW,-0.3867021659880467
Data Analyst - Psychometrician/Statistician,london,NFER,48022.62,LOW,-0.7213309845402004
Customer Service Analyst,london,DHL Supply Chain,32929.8,LOW,-1.2156790837584548
Senior Technical Pricing Analyst,london,Axa,65173.56,MID-HIGH,-0.1595715128969736
"Planning, MI data and Insights Analyst",london,Bupa,45278.47,LOW,-0.8112124869015731
Senior Research Analyst - Open to UK  workers ,london,Cision,37320.44,LOW,-1.0718686799802586
Business Analyst,london,Cabinet Office,58519.0,MID-LOW,-0.3775340332963308
Business Intelligence Champion,london,NHS Herts Valleys Clinical Commissioning Group,68840.43,MID-HIGH,-0.03946736969640283
BI Developer,london,Data Idols,92615.06,HIGH,0.7392435107167533
Business Analyst,london,London Borough of Barnet,58077.87,MID-LOW,-0.3919827431469848
PRODUCT ANALYST,london,Harnham,68603.75,MID-HIGH,-0.04721955306060999
R&D Pricing Analyst,london,The AA,75464.12,MID-HIGH,0.17748403907352625
Senior Insights Analyst,london,Harnham,75464.12,MID-HIGH,0.17748403907352625
Strategic Pricing Analyst,london,Harnham,130347.12,HIGH,1.97511408630098
Data Analyst,london,Understanding Recruitment,56941.11,MID-LOW,-0.42921601998109155
Analyst – Grocery Retailer,london,Salt Recruitment,54883.0,MID-LOW,-0.49662706486747343
Business Intelligence Analyst,london,Boston Hale,58313.18,MID-LOW,-0.3842754325697006
Data Integration Support Analyst,london,Legal & General Group Plc.,82324.5,MID-HIGH,0.40218795874625346
Data Analyst SQL ETL,london,Client Server,82324.5,MID-HIGH,0.40218795874625346
Product Analyst ,london,Propel,82324.5,MID-HIGH,0.40218795874625346
Business Intelligence Manager,london,Barts Health NHS Trust,91119.5,HIGH,0.6902581492490586
Principal Business Analyst,london,Intuita,109765.99,HIGH,1.3010026548213898
Test Pricing Analyst,london,The AA,48022.62,LOW,-0.7213309845402004
Business Intelligence Engineer,london,Karshare,61743.37,MID-LOW,-0.27192347273333695
"Analyst - Market and Liquidity Risk Team, Markets",london,Bank of England,52962.09,MID-LOW,-0.5595442802897298
Data Analyst,london,Sanderson Recruitment Plc,61743.37,MID-LOW,-0.27192347273333695
Data Analyst ,london,Utility People,30871.69,LOW,-1.2830901286448366
Data Analyst,london,Datasource,72033.93,MID-HIGH,0.06513207923716263
Data Analyst SQL Python R Matlab,london,Client Server,68603.75,MID-HIGH,-0.04721955306060999
Business Analyst,london,Ceva Logistics,54004.87,MID-LOW,-0.5253892111308307
Construction Data / Insights Analyst,london,Capstone Recruitment,99475.43,HIGH,0.9639471028508895
Customer Data Analyst,london,Harnham,51452.81,MID-LOW,-0.608979024703837
Research Analyst,london,Love Success Plc,39790.17,LOW,-0.9909754916243186
Procurement Analyst,london,Michael Page UK,39790.17,LOW,-0.9909754916243186
BI Analyst,london,Lawrence Harvey,65173.56,MID-HIGH,-0.1595715128969736
Business Intelligence VBA developer,london,Lidl,49394.7,MID-LOW,-0.6763900695902189
FinTech Data Analyst,london,Metrica Recruitment,75464.12,MID-HIGH,0.17748403907352625
Business Analyst,london,Marston Holding Limited,58313.18,MID-LOW,-0.3842754325697006
Graduate Community Research Analyst,london,Media Contacts,35673.95,LOW,-1.1257975813970824
Data Analyst,london,Metrica Recruitment,75464.12,MID-HIGH,0.17748403907352625
Graduate Analyst,london,Page Personnel - UK,36359.99,LOW,-1.1033271239220914
IT Support Analyst,london,Carlton Recruitment,45278.47,LOW,-0.8112124869015731
Data/Customer Analyst,london,Linux Recruit,51452.81,MID-LOW,-0.608979024703837
Information Security Controls & Reporting Analyst,london,Axa,54883.0,MID-LOW,-0.49662706486747343
GRADUATE DATA ANALYST,london,3Search,34301.87,LOW,-1.170738496347064
Graduate Business and Data Analyst,london,Kubrick Group,49394.7,MID-LOW,-0.6763900695902189
Experienced Intelligence Analysts,london,Metropolitan Police,43114.71,LOW,-0.8820839769984862
"Analyst, Model Risk and Validation",london,Lloyds Banking Group,39886.22,LOW,-0.9878294834608399
CRM Analyst,london,Harnham,68603.75,MID-HIGH,-0.04721955306060999
Insurance and Risk Analyst,london,Euro London Appointments,36359.99,LOW,-1.1033271239220914
Fiscal Analyst,london,Office for Budget Responsibility,54642.88,MID-LOW,-0.5044919215068747
Data Analyst SQL CRM,london,Client Server,89184.87,HIGH,0.6268915508803897
"Junior Data Analyst – Fintech. To £36,000",london,Taylor James Resourcing,43906.4,LOW,-0.8561530743129642
Data Analyst,london,Digital Experts Personnel,43220.36,LOW,-0.878623531787955
