job_title,location,company,salary
newBusiness Intelligence Analyst,Leeds•Remote,Harnham,57983.75290983705
357 - Data Analyst job opportunity,Leeds,Interface Recruitment,47751.32592574816
IFRS 17 Ireland Accounting Data Analyst,York,Aviva,73673.47428544002
Research Analyst,Leeds,Page Personnel - UK,41611.86973529482
Business Analyst,Leeds,Transition Partners,61394.56190453335
"HR Systems Analyst, Fixed Term (Ref: LUM30)",Leeds LS3 1AA,Luminate Education Group,38370.23686673547
Data Analysis and Dev,Leeds,Interface Recruitment,47751.32592574816
Pricing Analyst,Leeds,Harnham,54572.94391514076
newSoftware Business Analyst,Leeds,InterQuest,54572.94391514076
Senior Insight Analyst,Yorkshire,Harnham,54572.94391514076
newProduct Analyst,Leeds,ECOM Recruitment,68216.17989392595
newLead Market Insight Analyst (Ref: LCC3159),Leeds LS3 1AA,Luminate Education Group,38371.60119033334
Business Intelligence Analyst - Newly formed BI function wit...,Leeds,Interface Recruitment,40929.70793635557
MI & Reporting analyst Leeds - 729,Leeds,Interface Recruitment,40929.70793635557
newSenior Risk Systems Analyst,Leeds,Hitachi Capital UK,61394.56190453335
Senior Web Insight Analyst,Leeds,Harnham,57983.75290983705
Business Analyst - Software / Agile,Leeds•Remote,Searchability,54572.94391514076
PMO Reporting Analyst,Leeds,Hermes,42294.031534234084
SQL / BI Developer,York•Remote,Oscar Technology,68216.86205572488
Reporting Analyst,Leeds,Interface Recruitment,40929.70793635557
Pricing Analyst,Leeds,Nigel Frank International Limited,51162.134920444456
BI Developer,Leeds,Oscar Technology,57983.75290983705
Business Change Analyst,Leeds,IPS Group,54572.94391514076
Business Analyst (Business Intelligence Team) Data Warehouse...,Leeds,Interface Recruitment,57983.75290983705
Graduate FP&A Analyst / Finance Business Partner,Leeds•Remote,Butler Rose Ltd,32743.766349084453
BI Developer / Datawarehouse Developer - SQL,Leeds,Interface Recruitment,61394.56190453335
F&A Business Analyst,Wakefield WF3,Sopra Steria,31379.442751205934
BI Developer,Leeds•Remote,Harnham,71626.98888862225
newPower BI Developer - FTC,Leeds,Oliver James Associates,115967.5058196741
Business Intelligence Developer - MS BI Stack - £60k,Leeds,Interface Recruitment,81859.41587271114
Commercial Finance Analyst,Leeds,Marks Sattin,45704.840528930385
FP&A Analyst / Finance Business Partner,Leeds•Remote,Butler Rose Ltd,54572.94391514076
Risk & Assurance Analyst - FS Industry,Leeds,Page Personnel - UK,43658.35513211261
Business Intelligence Analyst - BI Analyst,Knaresborough,Page Personnel - UK,44340.51693105186
Business Analyst with Agile experience,Leeds,Solo Search,68216.17989392595
Business Systems Support Analyst - market leading benefits!...,Leeds,Interface Recruitment,40929.70793635557
REF 576 - BI Developer - Preference for Qlikview / Qlik Sens...,Leeds,Interface Recruitment,51162.134920444456
Business Intelligence Analyst - Large supportive Company,Leeds,Interface Recruitment,47751.32592574816
Insight Analyst,Leeds,Harnham,44340.51693105186
Business Intelligence Lead,Leeds,Interface Recruitment,71626.98888862225
BI Developer - Preference for Qlikview / Qlik Sense with the...,Leeds,Interface Recruitment,51162.134920444456
Digital Insight Analyst,Leeds,Searchability,40929.70793635557
BI Consultant,Leeds,Nigel Frank International Limited,68216.17989392595
BI Consultant - Home - based - GBP50 - 65k,Leeds•Remote,Nigel Frank International Limited,78448.60687801483
Business Intelligence focused BA,Leeds,Interface Recruitment,54572.94391514076
VAT Compliance Assistant Analyst,Wakefield WF3,Sopra Steria,26604.310158631117
Operations Analyst,York•Remote,Aviva,30697.280952266676
Data Analyst,Harrogate HG1 1JD,Jigsaw Insurance Services Plc,47751.32592574816
Senior BI Developer - FS Client with Data Driven Culture - R...,Leeds,Interface Recruitment,40929.70793635557
newManaged Services Data Analyst,Leeds LS14 6UF,TPP Retail Group,42294.031534234084
SQL BI Developer - Bradford - Financial Services Sector - RE...,Leeds,Interface Recruitment,49115.64952362668
Business Data Analyst,Thirsk,Inspired Pet Nutrition,44340.51693105186
newData Analyst Trainer,Leeds•Remote,Estio Training,88681.03386210372
newInvestment Risk Analyst,Leeds LS1 2RX•Temporarily Remote,heylo Housing,51162.134920444456
newCommercial Analyst,Leeds LS10 1AD,ERS Medical Limited,26604.310158631117
newBusiness Analyst,Leeds•Remote,Momentum Security Recruitment,47751.32592574816
newRetail Credit Risk Analyst,Leeds LS1 2RX•Temporarily Remote,heylo Housing,51162.134920444456
Business Operations Analyst,Leeds,"TARCG, The Aviation Recruitment & Consulting Group",75037.79788331853
BI Consultant,Leeds LS16 6QG,Search Laboratory,47751.32592574816
Graduate Analyst / Digital Marketing,Leeds LS16 6QG,Search Laboratory,27286.47195757038
newBusiness Test Analyst,Leeds•Remote,Momentum Security Recruitment,34108.08994696297
FP&A Analyst,Leeds,Cognisant,71626.98888862225
Test Analyst (Business Process Testing),Leeds•Remote,Momentum Security Recruitment,35472.41354484149
Analytics Engineer,Leeds,ECOM Recruitment,81859.41587271114
2ND LINE ENGINEER WITH SQL,Leeds,Interface Recruitment,36154.57534378075
newSystems Engineer / Systems Analyst / Business Analyst,Leeds,BlockIT Recruitment Ltd,46387.00232786964
Test Analyst (Business Process Testing),Aberdeen•Remote,Momentum Security Recruitment,35472.41354484149
Social Media Insights Analyst (REMOTE),Aberdeen•Remote,ICUC Social,51174.41383282536
Data Scientist,Belfast•Temporarily Remote,Apple Recruitment,47380.229907125206
Financial Data Science Associate - KTP Associate - Funds-Axi...,Belfast BT7 1NN,Queen's University Belfast,51844.29671938372
Data Scientist (Computer Vision),Belfast,MBN Recruitment Solutions,40929.70793635557
DSP Algorithm Machine Learning Engineer,Belfast,IC Resources,57983.75290983705
Lead Analytics & Digital Developer,Belfast•Remote,Abacus Professional Recruitment,63441.04730135113
Senior Analytics & Digital Developer,Belfast•Remote,Abacus Professional Recruitment,53208.62031726223
newHO Risk Analyst - Belfast,Belfast,HM Revenue and Customs,47108.04734934844
INFORMATION ANALYST,Belfast,Bond Search & Selection,34790.251745902235
Senior Data and Analytics Officer,Belfast,Apple Recruitment,44899.889606182056
Business Analyst,Belfast BT1,Proservartner,44340.51693105186
newCommercial (Pricing) Analyst,Newtownabbey,Kelly Jennings & Associates,37518.89894165927
newBusiness Analyst,Belfast•Remote,Momentum Security Recruitment,47751.32592574816
Information Analyst,Belfast,MPA Recruitment,37874.98740070556
newBusiness Test Analyst,Belfast•Remote,Momentum Security Recruitment,34108.08994696297
Test Analyst (Business Process Testing),Belfast•Remote,Momentum Security Recruitment,35472.41354484149
newData Scientist,Bradford,Yorkshire Water,59062.93287575896
Data Scientist (KTP Associate),Bradford,University of Bradford,45932.682569776094
newSenior Data Scientist,Bradford,Yorkshire Water,74702.17427824042
newData Scientist/ Senior Modelling Analyst,Huddersfield,Oscar Technology,75038.48004511748
Analytics Manager,Morley,Hermes,71626.98888862225
Business Analyst Apprentice,Halifax,Lloyds Banking Group,36007.91055700881
Data Analyst,Bradford,Christians Against Poverty,40290.52233074948
newSenior Information Analyst - Quality,Elland HX5 9JP,Calderdale and Huddersfield NHS Foundation Trust,39012.15111953731
Data Analyst,Morley,Hermes,45022.67872999112
newData Analyst,Leeds+1 location,Pareto Law,36154.57534378075
Business Analyst,Bradford•Temporarily Remote,Yorkshire Water,52322.49214044014
Forecasting Analyst - Debt Operations,Bradford,Christians Against Poverty,40290.52233074948
Business Analyst,Wakefield,Stroma Group,54572.94391514076
Customer Service Analyst,Morley,Hermes,43658.35513211261
Data Analyst Apprentice,Leeds LS28 6AT,QA Apprenticeships,25922.14835969186
BI Analyst,Leeds•Remote,Harnham,57983.75290983705
newBusiness Analyst,Bradford BD1 2ST,Anchor,57301.59111089779
BI Analyst,Morley,Hermes,40929.70793635557
newInternational Supply Chain Analyst,Bradford,Michael Page UK,37518.89894165927
newSenior Data Analyst,Huddersfield,Oscar Technology,68216.86205572488
Senior Data Analyst,West Yorkshire,Harnham,51162.134920444456
Prudential Risk Analyst,Skipton•Temporarily Remote,Skipton Building Society,54572.94391514076
Client Analyst,Morley,Hermes,45363.75962946075
Business Analyst Apprentice,Leeds LS28 6AT,QA Apprenticeships,25922.14835969186
Senior Data Analyst,Morley,Hermes,50479.9731215052
Senior Credit Risk Analyst,Skipton,Skipton Building Society,50138.89222203557
MI and Reporting Analyst,Leeds,Interface Recruitment,37518.89894165927
MI Analyst,Morley,Hermes,53208.62031726223
Senior Customer Analyst,Bradford,Harnham,51162.134920444456
Business Systems Analyst - Global Manufacturer - CYCLE170,Leeds,Interface Recruitment,34108.08994696297
Lead BI Engineer,Morley,Hermes,77084.28328013631
Lecturer/Assistant Professor in Business Analytics and Artif...,Bradford,University of Bradford,58621.57419184526
BI Developer,Leeds+1 location•Remote,Harnham,71626.98888862225
BUSINESS ANALYST (SYSTEMS),Leeds,Guru Resourcing,61394.56190453335
Business Intelligence and SQL Developer,York,Searchability,102324.26984088891
newLead Business Analyst,Bradford BD1 2ST,Anchor,76402.12148119706
Business Intelligence Developer - T-SQL SSIS QLIKVIEW - West...,Bradford+1 location,Interface Recruitment,61394.56190453335
newSenior Business Analyst,Bradford BD1 2ST,Anchor,65487.53269816891
Managed Services Data Analyst,Leeds LS14 6UF,TPP Retail Group,42294.031534234084
Data Quality & Compliance Analyst,Wakefield WF2 0XE•Temporarily Remote,YPO,49537.225515371145
Data Analyst,Bradford•Remote,Anchor,37518.89894165927
BI Analyst,Pudsey,TRC Group,47751.32592574816
SQL Data Support Analyst,Barnsley S75 1JN•Temporarily Remote,Bartec Municipal Technologies,33425.92814802371
Database Analyst,Huddersfield HD1 6NN,Sandal BMW,32743.766349084453
newIT Trainee (ERP & BI Support),Morley,Dean & Wood Ltd,25922.14835969186
Business Analyst,Wakefield WF5 9TJ,Stroma,54572.94391514076
HR Systems Analyst,Bradford•Temporarily Remote,Liberty Global,54572.94391514076
newEcommerce Analyst,Wakefield WF2 7AR,Muffle,40929.70793635557
newPurchasing Analyst,Wakefield,My Purchasing Partner Ltd,28650.795555448894
newProduction Analyst,Barnsley,2fawcett Recruitment,34108.08994696297
Credit Risk Analyst - Global Leader,Bradford,RecruitmentRevolution.com,40929.70793635557
Business Analyst,Bradford,Interaction Recruitment,51162.134920444456
Test Analyst (Business Process Testing),Barnsley+1 location•Remote,Momentum Security Recruitment,35472.41354484149
FY22 Data Science & Artificial Intelligence Engineering Plac...,Sunderland,Nissan,24557.82476181334
Data Scientist,Tyne and Wear•Remote,Nigel Wright Group,68216.17989392595
Data Scientist,Newcastle upon Tyne+3 locations,Nigel Frank International Limited,68216.17989392595
Data Scientist - Newcastle - GBP55K - Azure - PySpark,Newcastle upon Tyne,Nigel Frank International Limited,68216.17989392595
Assistant Professor in Computer Science (AI & Human Systems)...,Durham,Durham University,57710.88819026135
newFlooding Support Analyst 2,Washington•Remote,Northumbrian Water,47807.26319326118
IT Risk Oversight and Information Security Analyst (Part Tim...,Newcastle upon Tyne•Remote,Newcastle Building Society,55747.62653291416
newIT PMO Analyst,Newcastle upon Tyne•Remote,Newcastle Building Society,48823.68427368068
Data Analyst Level 3 Apprenticeship,Newcastle upon Tyne,QA Apprenticeships,17054.044973481487
newHead of Technology and Business Intelligence,Newcastle upon Tyne,St Oswald's Hospice,72659.09969041734
Product & Business Analyst Apprentice,Gateshead NE8 3DF,QA Apprenticeships,27286.47195757038
newHead of Technology and Business Intelligence,Gosforth,St. Oswald's Hospice,72659.09969041734
Product Analyst,Newcastle upon Tyne,Nigel Wright Group,37518.89894165927
Treasury Risk Analyst,Newcastle upon Tyne•Remote,Newcastle Building Society,35454.67733806907
newSenior Business Analyst,Newcastle upon Tyne,Revenue and Customs Digital Technology Services,57983.75290983705
Data Analyst,Newcastle upon Tyne,NRG,40929.70793635557
newGraduate Analyst,North Shields,NRG,30015.119153327414
newMarketing Data Analyst,North East,Central Employment Agency,54572.94391514076
newMarketing Analyst,Newcastle upon Tyne,NRG,54572.94391514076
BI Developer - Newcastle - up to GBP55k,Newcastle upon Tyne,Nigel Frank International Limited,68216.17989392595
Performance Insights Analyst,Durham•Remote,Nigel Wright Group,58665.91470877631
BI Analyst,Durham,Nigel Wright Group,54572.94391514076
Business Intelligence Data Engineer - Newcastle,Newcastle upon Tyne,Nigel Frank International Limited,68216.17989392595
BI & Data Analytics Consultant,Tyne and Wear•Remote,Nigel Wright Group,54572.94391514076
Technical Business Analyst,Sunderland,Central Employment Agency,57983.75290983705
BI Consultant,Newcastle upon Tyne,Nigel Frank International Limited,68216.17989392595
BI Developer - Newcastle,Newcastle upon Tyne,Nigel Frank International Limited,68216.17989392595
Business Intelligence Developer - Gateshead,Gateshead+3 locations,Nigel Frank International Limited,68216.17989392595
Senior BI Analytics Consultant,Newcastle upon Tyne•Remote,Nigel Wright Group,88681.03386210372
Senior Business Intelligence Developer - Newcastle,Newcastle upon Tyne,Nigel Frank International Limited,64805.370899229645
Senior BI Developer - Newcastle,Durham,Nigel Frank International Limited,68216.17989392595
newData Analyst Assistant,Newcastle upon Tyne NE28 9NX•Remote,durhamlane,25922.14835969186
newBusiness System (Lean) Analyst,Newcastle upon Tyne NE27 0QF,IPS Corporation,50821.05402097483
Data Analyst,Newcastle upon Tyne NE1,Verisure Services (UK) Limited,37518.89894165927
newBusiness Intelligence Developer,Newcastle upon Tyne NE1,Fenwick,61394.56190453335
newCategory Analyst,Sunderland SR5•Temporarily Remote,Pentland Brands Limited,34926.68410569008
newBusiness Intelligence Analyst,Newcastle upon Tyne NE1,Verisure Services (UK) Limited,37518.89894165927
Process Improvement & Risk Analyst,Newcastle upon Tyne NE15 8NX•Temporarily Remote,StaffPower Group,34108.08994696297
newFinancial Crime Risk Analyst (12 FTC),Newcastle upon Tyne,Broster Buchanan,27286.47195757038
newBusiness Analyst,Newcastle upon Tyne•Remote,Momentum Security Recruitment,47751.32592574816
BI Developer,Seaham SR7 7TT•Temporarily Remote,believe housing,56054.59934243683
Financial Operations Lead Analyst,Newcastle upon Tyne,BMC Recruitment Group,40929.70793635557
newBusiness Test Analyst,Newcastle upon Tyne•Remote,Momentum Security Recruitment,34108.08994696297
Test Analyst (Business Process Testing),Sunderland+2 locations•Remote,Momentum Security Recruitment,35472.41354484149
"newData Science Analyst - Hybrid Working, Bromley",Kent,Nigel Frank International Limited,68216.17989392595
newData Science Analyst - Kent - GBP55K - Azure,Kent,Nigel Frank International Limited,68216.17989392595
newData Analyst,Canterbury,Kent Recruitment Bureau,40247.546137416306
newFinance Analyst,Deal,Bakkavor,34108.08994696297
Data Analyst,Canterbury,Informatiq Consulting,37518.89894165927
Data Analyst,Canterbury,Executive Recruitment Services,37518.89894165927
Business Intelligence Lead,Canterbury CT1 3NG,East Kent Hospitals University NHS Foundation...,68451.52571455999
Data Analyst,Canterbury CT1 2AS•Temporarily Remote,The Marlowe Theatre,40247.546137416306
Financial Analyst FP&A,Folkestone CT20,Saga,61394.56190453335
Assistant Financial Analyst FP&A,Folkestone CT20•Remote,Saga,40929.70793635557
Pricing Analyst,Folkestone CT20,Saga,40929.70793635557
Senior Risk Analyst,Chatham ME4 4QZ,OSB Group,68216.17989392595
Senior Business Analyst,Maidstone•Remote,Maidstone Borough Council,47789.52698648876
Business and Reporting Analyst – Weekend Working,Maidstone,Pearson Whiffin Recruitment,57983.75290983705
Credit Risk Analyst,Chatham ME4 4QZ,OSB Group,38201.06074059853
Digital Data Analyst,Kent,Redwood Publishing,51162.134920444456
Business Partner - Business Intelligence (BI),Maidstone,Golding Homes,61394.56190453335
newcredit risk analyst,Kent,Marks Sattin,44340.51693105186
"Research Leaders (Fruit Horticulture), Molecular Geneticist,...",Kent,NIAB,55476.126136936335
Account Manager / Data Analyst,Gillingham ME8,AvA-V,36836.73714272001
newBusiness Analyst,Chatham+1 location•Remote,Momentum Security Recruitment,47751.32592574816
newBusiness Test Analyst,Southend-on-Sea+1 location•Remote,Momentum Security Recruitment,34108.08994696297
Marketing Analyst,Kent,Gordon Yates,54572.94391514076
Test Analyst (Business Process Testing),Southend-on-Sea+1 location•Remote,Momentum Security Recruitment,35472.41354484149
Data Scientist,Cardiff,Harnham,81859.41587271114
Behavioral Data Scientist,Cardiff•Remote,Harnham,75037.79788331853
Senior Data Scientist,Cardiff,Harnham,85270.22486740744
newMachine Learning Engineer,Cardiff,Harnham,88681.03386210372
Data Science Analyst,Newport NP10 8FZ,Sopra Steria,43658.35513211261
Data Scientist,Cardiff,CatSci Ltd,55937.26751301927
newJunior Data Scientist,Bristol,Carbase,27286.47195757038
newData Scientist,Bristol,Somerset Bridge Group,95502.65185149632
Year in Industry – Data Scientist (R&D),Bristol,Malvern Panalytical Ltd,24557.82476181334
Data Scientist,Cardiff+1 location,Harnham,81859.41587271114
Data Scientist - CDDO,Bristol,Government Digital Service,77902.87743886343
Senior Data Scientist,Bristol,Government Digital Service,71422.34034894046
newJunior Business Analytics Consultant,Bristol•Remote,Heat Recruitment,38542.141640068156
Data Science Manager,Bristol•Remote,ADLIB,119378.3148143704
"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Bristol,Linux Recruit,85270.22486740744
"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Bristol,Linux Recruit,78448.60687801483
Senior Machine Learning Engineer,Bristol,IC Resources,105735.07883558521
Healthcare Market Analyst,Cardiff,Michael Page UK,46045.92142840001
Senior Business Intelligence Analyst,Bristol,University of the West of England,51319.71429599942
Operational Analyst / Operational Research Consultant,Bristol,Gregory-Martin International,61394.56190453335
Senior Pricing Analyst,Cardiff,Harnham,47751.32592574816
Business Analyst / Consultant,Bristol,Gregory-Martin International,64805.370899229645
Financial Services Business Analyst,Bristol,Michael Page UK,75037.79788331853
Senior Systems Developer : Business Intelligence and Reporti...,Cardiff,Cardiff University,63939.02541457679
F&A Business Analyst,Bristol BS1,Sopra Steria,31379.442751205934
Data Analyst,Bristol BS8 2BD•Temporarily Remote,Lexia Analytics,34790.251745902235
Junior Energy Data & Billing Analyst,Cardiff•Temporarily Remote,SG Recruitment Services Ltd.,26962.445103074228
newResearch Analyst,Bristol BS1 3AE,Vaarst,61394.56190453335
newDigital Systems Analyst / Developer,Blaenavon NP4 9QA•Remote,RWA Compliance Services Ltd,38201.06074059853
newBusiness Analyst,Newport+2 locations•Remote,Momentum Security Recruitment,47751.32592574816
Data Analyst Apprentice- Fourth Floor,Bristol BS1 4NT,Estio Training,26263.22925916149
newGraduate Analyst,Cardiff,SG Recruitment Services Ltd.,30015.119153327414
Business Analyst,Cwmbran,Hoop Accountancy & Finance,47751.32592574816
Junior Data Analyst,Bristol,Resource Solutions,30015.119153327414
newEnergy Data & Billing Analyst,Cardiff,SG Recruitment Services Ltd.,26962.445103074228
Business Analyst,Bristol,Felinesoft,64805.370899229645
newData Analyst,Bristol BS1,Pear Tree Recruitment,36836.73714272001
Systems and Operational Support Analyst,Bristol,Juice Recruitment Ltd,40247.546137416306
newInsight Analyst,Bristol,Alexander Mae South West Ltd,36836.73714272001
"Costing Analyst/Modelling- C,Bristol",Bristol,re&m,37518.89894165927
Test Analyst (Business Process Testing),Weston-super-Mare+3 locations•Remote,Momentum Security Recruitment,35472.41354484149
HR Analyst - Remote,Bristol•Remote,Hoop HR,50821.05402097483
Lecturer in Data Science,Swansea,University of Wales Trinity Saint David,53570.84823249898
newWorkforce Data Analyst,Port Talbot SA12 7BR,Swansea Bay University Health Board,58594.96988168663
newBusiness Intelligence Data Engineer,Swansea•Temporarily Remote,Driver and Vehicle Licensing Agency,41931.1214571984
Senior Support & Business Analyst,Glamorgan,Digital Health and Care Wales,48660.64760373419
Temporary Graduate Officer - Data Analysis & Insights (2 yea...,Mountain Ash,Rhondda Cynon Taf,36892.67441023303
newLead Specialist Senior Analyst – Urgent & Emergency Care,Carmarthen SA31 2AF,Hywel Dda University Health Board,58594.96988168663
MI Analyst (Product Performance Analyst) - partially remote,Swansea•Remote,Easton Haines Consultancy,47751.32592574816
newBusiness Analyst,Swansea•Remote,Momentum Security Recruitment,47751.32592574816
newBusiness Test Analyst,Swansea•Remote,Momentum Security Recruitment,34108.08994696297
Test Analyst (Business Process Testing),Swansea+2 locations•Remote,Momentum Security Recruitment,35472.41354484149
newData Scientist Global Tech Co,"Dublin, County Dublin",Principle HR,116542.5
Data Scientists (AI/ML),"Dublin, County Dublin",Brightwater,71062.5
"Machine Learning, NLP and Computer Vision","Dublin, County Dublin",Brightwater,73905.0
Data Strategy & Analytics Manager,"Dublin, County Dublin",Executive Edge Recruitment,104035.5
Data Scientist - Product,"Dublin, County Dublin",Indeed,80727.0
Senior Data Scientist,"Dublin, County Dublin",Reperio Human Capital,105172.5
Data Scientist,"Dublin, County Dublin",Reperio Human Capital,82432.5
Machine Learning Engineer,"Dublin, County Dublin",Reperio Human Capital,73905.0
Senior Machine Learning Engineer,"Dublin, County Dublin",Reperio Human Capital,73905.0
Machine Learning Research Engineer,"Dublin, County Dublin",Reperio Human Capital,102330.0
Senior Software Engineer (Machine Learning),"Dublin, County Dublin",Reperio Human Capital,90960.0
newData Analyst,"Dublin, County Dublin",SSE plc,49800.6
Data Analyst,"Dublin, County Dublin+1 location",Executive Edge Recruitment,58555.5
QA Tester / Data Quality Analyst,"Dublin, County Dublin",Irish Recruitment,52302.0
newBusiness Data Analyst,"Dublin, County Dublin",Morgan McKinley,39795.0
Data Analyst / Data Manager,"South Dublin, County Dublin",Executive Edge Recruitment,82432.5
Social Media Risk Analyst – Turkish,"Dublin, County Dublin•Remote",Abrivia,32404.5
newInsights Analyst,"South Dublin, County Dublin",Morgan McKinley,62535.0
HR Systems Analyst,"Dublin, County Dublin",Abrivia,65377.5
Senior Insurance Data Analyst,"Dublin, County Dublin•Remote",Abrivia,59692.5
Insurance/Modelling Analyst,"Dublin, County Dublin",Abrivia,44911.5
Reporting Systems Analyst,"Dublin, County Dublin",Abrivia,62535.0
Social Media Risk Analyst – German,"Dublin, County Dublin•Remote",Abrivia,39226.5
newProcess Analyst - Russian,"Dublin, County Dublin",Morgan McKinley,34110.0
RPG 400 Analyst Programmer,"Dublin, County Dublin",Executive Edge Recruitment,68220.0
newSAP FICO Senior Business Analyst,"Dublin, County Dublin•Remote",Brightwater,62535.0
Senior Liquidity Reporting Analyst,"Dublin, County Dublin",FK International - Financial Search & Selection,65377.5
German Social Media Analyst,"Dublin, County Dublin",Abrivia,32973.0
Market Analyst with Japanese,"Dublin, County Dublin",Abrivia,45480.0
newProcess Analyst - Polish,"Dublin, County Dublin",Morgan McKinley,34110.0
Business Intelligence Developer,"Dublin, County Dublin",Berkley Recruitment Group,73905.0
newJunior Data Analyst,"Dublin, County Dublin",Go-Ahead Ireland - Ballymount,32973.0
German Financial Risk Analyst,"Dublin, County Dublin•Remote",Abrivia,38658.0
newMarketing Data Analyst,"Dublin, County Dublin•Temporarily Remote",Core,48322.5
"Legal Operations, Contracts Analyst","Dublin, County Dublin",Indeed,54576.0
Senior Data Analyst,"Dublin, County Dublin•Remote",UCD Professional Academy,85275.0
Business Intelligence Analyst,"Dublin, County Dublin•Temporarily Remote",Indeed,69357.0
newGSOC Analyst,"Dublin, County Dublin",Crisis24,43206.0
"Analyst, Client Strategy & Insights","Dublin, County Dublin",Indeed,76747.5
Senior Sales Operations Analyst,"Dublin, County Dublin",Indeed,70494.0
"Legal Operations, Senior Contracts Analyst","Dublin, County Dublin",Indeed,67083.0
FP&A Analyst,"Bray, County Wicklow•Remote",Prepaid Financial Services,45480.0
Program Manager - Data Analyst,"Dublin, County Dublin",Recruiters,76747.5
Operations Analyst,"Dublin, County Dublin•Temporarily Remote",GemPool Recruitment,48322.5
Big Data Analyst,"Dublin, County Dublin",Reperio Human Capital,54007.5
CRM Data Analyst,"Dublin, County Dublin",Reperio Human Capital,65377.5
Business Intelligence Analyst,"Dublin, County Dublin",The Pharmed Group,48322.5
"Activation Analyst, Client Strategy & Insights (French speak...","Dublin, County Dublin•Remote",Indeed,76747.5
newMarketing Science Analyst,"Dublin, County Dublin",Recruiters,125070.0
"Activation Analyst, Client Strategy & Insights (Dutch speake...","Dublin, County Dublin•Remote",Indeed,76747.5
Senior Data Analyst,"Dublin, County Dublin",Reperio Human Capital,68220.0
new2022-01 Business Intelligence Officer,"Dublin, County Dublin",Jigsaw - the National Centre for Youth Mental...,39795.0
"Activation Analyst, Client Strategy & Insights (German speak...","Dublin, County Dublin",Indeed,76747.5
BI Developer (Tableau),"Dublin, County Dublin•Remote",Reperio Human Capital,62535.0
Security Compliance Analyst,"Dublin, County Dublin",Recruiters,105172.5
Market Analyst,"Dublin, County Dublin",Pharmaforce Ltd,45480.0
Risk Analyst - Investment Management,"Dublin, County Dublin•Temporarily Remote",The Risk Partners,85275.0
Risk Analyst,"Dublin, County Dublin•Temporarily Remote",Executive Connections,73905.0
BI Developer,"Dublin, County Dublin",Reperio Human Capital,73905.0
Marketing Analyst (Pharma Sales),"Dublin, County Dublin",The Pharmed Group,48322.5
"Business Analyst | 11-month Contract | €60,000 per annum","Dublin, County Dublin",Recruiters,62535.0
newBusiness Systems Analyst (Salesforce),"Dublin, County Dublin",Reperio Human Capital,62535.0
newData Analytics / Control Engineer,"Dublin, County Dublin",Reperio Human Capital,90960.0
Customer-Facing Data Analytics Consultants and Managers - Du...,"Dublin, County Dublin",Mudano,82432.5
Senior Financial Analyst - Maternity Cover,"Dublin, County Dublin",PrepayPower,73905.0
"newData Engineer - Dublin, Ireland - Permanent - Hybrid Working","Dublin, County Dublin",Nigel Frank International Limited,85275.0
newDeskside Support Engineer,"Dublin, County Dublin",GCS Recruitment Specialists Ltd,48322.5
newSenior Data Engineer,"Dublin, County Dublin",realTime,96645.0
newNetwork Operations Centre Engineer,"Dublin, County Dublin",Spencer Scott,56850.0
newExperienced Process Engineer,"Leixlip, County Kildare",Intel Ireland,63710.658
Big Data Engineers,"Dublin, County Dublin",Brightwater,71062.5
newData Visualisation Manager,"Dublin, County Dublin",Brightwater,79590.0
newTelecoms Network Operations Engineer,"Dublin, County Dublin",Executive Edge Recruitment,59124.0
Senior Software Engineer,"Dublin, County Dublin",RELX Group,90960.0
IT Support Analyst,"Dublin, County Dublin",Abrivia,68220.0
Data Centre Electrical Engineer,"Dublin, County Dublin",Brightwater,42637.5
Controls Engineer,"South Dublin, County Dublin",Trent Recruitment,45480.0
Instrumentation Engineer,"South Dublin, County Dublin",Trent Recruitment,45480.0
Application Service Engineer,"Dublin, County Dublin",GCS Recruitment Specialists Ltd,60261.0
Site Engineer,"Dublin, County Dublin",Breagh Recruitment,73905.0
"Senior Data Engineer - Dublin, Ireland - Permanent","Dublin, County Dublin",Nigel Frank International Limited,125070.0
Planning Engineer,"Dublin, County Dublin",TRS Staffing,73905.0
Software Python Engineer,"Dublin, County Dublin",Brightwater,73905.0
FPGA/ASIC Engineer,"Dublin, County Dublin",IC Resources,159180.0
Software Engineer,"Dublin, County Dublin",Abrivia,62535.0
Junior Electrical Design Engineer,"Dublin, County Dublin",BSV Recruitment Limited,39795.0
nouveauData scientist H/F,Ivry-sur-Seine (94),UTIGROUP PARIS,56850.0
nouveauDATA SCIENTIST / MACHINE LEARNING ENGINEER,Paris (75),Urban Linker,68220.0
Consultant.e Data Scientist (H/F),Paris (75),Nexeo Groupe,70494.0
nouveauData Scientist,Paris (75),Harnham,65377.5
Data Analyst F/H,Paris (75),Kent FR,54007.5
Graduate Program – Actuaire / Data Scientist (F/H),Suresnes (92),AXA,51165.0
nouveauData Scientist (IT),Nanterre (92),TRSB,64240.5
Data Scientist Junior,Paris (75),Xtramile,47754.0
Ingénieur data scientist – Markplace référente,Paris 10e (75),Konekt,59692.5
Data Analyst (H/F),Paris (75),Bellman,56850.0
Data Analyst - Confirmé - H/F,Paris (75),Yotta,56850.0
Lead Data Scientist,Paris (75)•Télétravail,Konekt,85275.0
DATA ANALYSTE (H/F) (IT),Créteil (94),DJIDJI,45480.0
